Device,Predicted_Instability_Prob,Risk_Tier,Top_Driver,Anomaly,Voc_V_Reverse,Jsc_mAcm2_Reverse,FF_Reverse,Rs_ohm_cm2_Reverse,Rsh_ohm_cm2_Reverse,Delta_PCE,Hysteresis_Index,Regime,PCA1,PCA2,Risk_Base,Risk_Rs_plus20,DeltaRisk_Rs_plus20,Risk_DeltaPCE_plus20,DeltaRisk_DeltaPCE_plus20,Risk_Hyst_plus20,DeltaRisk_Hyst_plus20,Risk_Jsc_minus10,DeltaRisk_Jsc_minus10,Risk_Voc_minus10mV,DeltaRisk_Voc_minus10mV
device037,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.154034211233133,20.813691084,0.7642855347204123,5.730587559216653,8581.61671718497,0.0101199607386277,0.0005512586275654,0,-0.5090447529413852,0.8406181750288859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device030,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.1327423880627143,20.758509451,0.7501216021902865,5.8020828511654585,4218.5516813127015,-0.109093415267889,-0.0061849977622386,0,-0.4415135779587696,0.7656081935250337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device029,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.1101761793390692,18.30542539386907,0.4745468669578538,16.67960605786957,649.7452211722789,-0.4299561468089159,-0.0445834139578944,0,-0.12370249753928618,0.3703991429289153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device053,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.0775411621224336,19.412144944922044,0.6757560015534749,7.262967488381578,2607.9107836734743,-0.0932344895777479,-0.006595979413077,0,-0.3868995141235808,0.5538780575446826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device044,1.4510658479195484e-07,Low,Jsc_mAcm2_Reverse,0,0.0089643856642721,12.060800020552064,-0.354158905563414,0.7424772493880717,0.7424772493880717,0.0013650986440499,-0.0356507950451335,2,-0.31012163714837315,-2.4596719646124767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device066,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.027076317281371,24.12942512519604,0.7491242620419902,5.390228954389241,4474.982883082137,0.5772867273737567,0.0310948180115487,0,-1.0748471455414756,0.851208963208394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device057,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.0686027308131651,18.516828974495134,0.6780189079337987,8.93554324679687,1142.8719502439274,-0.2656380177242763,-0.0198000155109495,0,-0.23348996034254135,0.46407820344476935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device062,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.0277251889009689,24.181135098911664,0.7463169919352578,5.560778529707505,4538.857018978555,0.5607870744906549,0.0302357663804279,0,-1.068211067865479,0.8498431967146758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device051,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.1035394374518674,21.299905157155365,0.7578190769121177,6.618390449004331,11259.591175453716,-0.1680459364344848,-0.0094340234943125,0,-0.4457843042621992,0.7288035246040633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device105,1.4510658479195484e-07,Low,Jsc_mAcm2_Reverse,0,0.0146892874255568,9.790709163177423,0.2439872215572051,1.5008491146259824,1.5000242743615118,0.0004965699744999,0.0141513703206306,2,-0.1424239227421492,-2.1673527687197383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device104,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.1196794393125955,18.42781107777466,0.6657654210401042,8.590910490708916,4018.012413139244,-0.1878984687340992,-0.0136783764366085,0,-0.26199365360301646,0.5639691276783118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device106,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.067072425896194,18.254312355546222,0.5560370298970779,12.000838625882016,365.37545071040864,-0.0513459290496154,-0.0047407049463445,0,-0.35033132181511006,0.4114527368518762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device103,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.1262069393553735,19.19120269212037,0.6603414313590409,8.752210857360367,2660.7346831113687,-0.4377936876868649,-0.0306747164765735,0,-0.15940042962343737,0.5600384657057021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device060,1.4510658479195484e-07,Low,Rsh_ohm_cm2_Reverse,0,1.0288734577710894,24.210273579857027,0.7441876742672596,5.548886881550715,3955.865843607495,0.5506145020667681,0.0297032186529558,0,-1.0638195924785565,0.8500329806501444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device018,1.432961590859413e-07,Low,Rsh_ohm_cm2_Reverse,0,1.1624804379369054,20.1542077592868,0.7587659522128775,7.594257753111045,7605.3966530848975,0.6423471032013417,0.0361335432609263,0,-0.8402562432968095,0.9440296729659942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device002,1.432961590859413e-07,Low,Rsh_ohm_cm2_Reverse,0,1.1624804379369054,20.1542077592868,0.7587659522128775,7.594257753111045,7605.3966530848975,0.6423471032013417,0.0361335432609263,0,-0.8402562432968095,0.9440296729659942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device015,1.432961590859413e-07,Low,Rsh_ohm_cm2_Reverse,0,1.171567978764251,20.26329902812613,0.7529248289996232,8.432752817978942,6642.389455027491,0.5913984945113846,0.0330865091950935,0,-0.8149097556568298,0.9527480849783806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device040,1.432961590859413e-07,Low,Rsh_ohm_cm2_Reverse,0,1.1524229709770295,20.797108968,0.767191963107263,5.584745057738499,8414.256138810866,0.0233780462086095,0.0012714207481664,0,-0.5161194037233905,0.8412149519017853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device033,1.432961590859413e-07,Low,Rsh_ohm_cm2_Reverse,0,1.1423401561810556,20.784657925,0.7603638130867661,5.029313615502787,8546.482539259505,-0.07609167638822,-0.0042148040375359,0,-0.4595157638655797,0.7980100348460407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device021,1.432961590859413e-07,Low,Rsh_ohm_cm2_Reverse,0,1.0775411621224336,19.412144944922044,0.6757560015534749,7.262967488381578,2607.9107836734743,-0.0932344895777479,-0.006595979413077,0,-0.3868995141235808,0.5538780575446826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device020,1.432961590859413e-07,Low,Rsh_ohm_cm2_Reverse,0,1.0802884706255698,19.428981060524045,0.6586102950722171,7.756428392205706,2430.67086445241,0.6898372231359549,0.0499031940792759,0,-0.8496677362168427,0.6990315854085883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device064,1.432961590859413e-07,Low,Rsh_ohm_cm2_Reverse,0,1.0274439271172682,24.15603297746504,0.7477608314211271,5.490292955912919,5030.262199009612,0.5756101548869665,0.0310157288467886,0,-1.0754133374492272,0.8519340629759312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device058,1.432961590859413e-07,Low,Rsh_ohm_cm2_Reverse,0,1.065874219412568,18.73002664677004,0.6654614168178818,8.960036530924368,1105.0801232568988,-0.3243639472172557,-0.024415484298954,0,-0.21298881253763818,0.4493375497065324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device055,1.432961590859413e-07,Low,Rsh_ohm_cm2_Reverse,0,1.0787746838755703,18.721813271569417,0.6498537277274496,8.527440048474723,1601.195414811771,-0.1888759233728905,-0.0143907136168437,0,-0.28995543902707094,0.4893708365720205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device101,1.432961590859413e-07,Low,Rsh_ohm_cm2_Reverse,0,0.9444748272665008,18.52696721367204,0.4636324133476342,15.02830968287362,175.46936490388572,0.1359383773073634,0.016756124190287,0,-0.5114700017380543,0.16754252686797635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
