dark,0.1Sun
0.050872272,1.605787946
0.052799678,1.606429222
0.049047836,1.608391373
0.04763715,1.605229399
0.045846646,1.60379471
0.04716861,1.621453079
0.048955999,1.61072194
0.046836053,1.60675685
0.046155941,1.604276284
0.047485913,1.607825918
0.047216734,1.607393357
0.045653273,1.605456699
0.045335133,1.608397129
0.045424847,1.609571952
0.046512716,1.610385924
0.046305662,1.612115018
0.044684328,1.628918133
0.045346456,1.608742685
0.044690367,1.608565055
0.047452905,1.606384157
0.047766497,1.607329048
0.048533054,1.604601445
0.051156033,1.626707465
0.052983543,1.606941717
0.048226705,1.598391641
0.046183408,1.605521666
0.048684554,1.608542687
0.04578407,1.610686579
0.046748143,1.604508518
0.048446372,1.609756819
0.048707749,1.62126295
0.047287534,1.606258993
0.04744296,1.610187736
0.049469131,1.607595164
0.047772824,1.611219139
0.048627107,1.607040729
0.049894168,1.606023141
0.049433903,1.607616381
0.047653309,1.611221442
0.051284475,1.611292165
0.050750769,1.611074239
0.048347915,1.609626064
0.050728904,1.612165676
0.049880655,1.609846292
0.048142038,1.607971969
0.051057596,1.608452063
0.047853867,1.607575756
0.051770906,1.608811763
0.049729572,1.611034273
0.046798749,1.608238743
0.046900459,1.60614008
0.045406899,1.60768184
0.050698975,1.609356659
0.044759219,1.604203916
0.047615496,1.609622116
0.047197007,1.609738398
0.047109339,1.607636611
0.046592712,1.606042384
0.04871697,1.607893516
0.047031307,1.609859943
0.051772577,1.608634956
0.046452545,1.621791069
0.044705493,1.60657001
0.045553907,1.60534124
0.048837528,1.606240408
0.053061266,1.606319684
0.047690953,1.607958318
0.046712504,1.602437487
0.048789178,1.61223903
0.049338741,1.602347356
0.046811207,1.606396492
0.049546109,1.608386767
0.054984077,1.62461275
0.050328471,1.607826576
0.058732301,1.605711137
0.046625359,1.604557695
0.048845741,1.608329531
0.045873666,1.606358828
0.044169258,1.606792705
0.043406699,1.606087285
0.044048345,1.60752921
0.044403682,1.607548454
0.044712992,1.601761014
0.044611333,1.607071649
0.043180509,1.605510317
0.044802521,1.605871991
0.043413648,1.607736774
0.044777938,1.605330385
0.045524394,1.60389109
0.044132365,1.60968182
0.04491022,1.614934068
0.045570282,1.610305662
0.047616786,1.609677543
0.046335395,1.614495915
0.046665295,1.611112068
0.045722316,1.605509001
0.045147147,1.608613574
0.045998022,1.607010959
0.044313007,1.606889743
